Store,Dept,Date,Weekly_Sales,IsHoliday
4,79,2012-01-20,48641.71,FALSE
4,79,2012-01-27,50912.17,FALSE
4,79,2012-02-03,56756.27,FALSE
4,79,2012-02-10,63382.68,TRUE
4,79,2012-02-17,58536.06,FALSE
4,79,2012-02-24,62430.86,FALSE
4,79,2012-03-02,63242.2,FALSE
4,79,2012-03-09,61475.42,FALSE
4,79,2012-03-16,57503.03,FALSE
4,79,2012-03-23,51813.45,FALSE
4,79,2012-03-30,53570.15,FALSE
4,79,2012-04-06,60617.54,FALSE
4,79,2012-04-13,51718.81,FALSE
4,79,2012-04-20,56348.24,FALSE
4,79,2012-04-27,50665.13,FALSE
4,79,2012-05-04,57962.98,FALSE
4,79,2012-05-11,55408.18,FALSE
4,79,2012-05-18,54687.24,FALSE
4,79,2012-05-25,54808.95,FALSE
4,79,2012-06-01,53105.15,FALSE
4,79,2012-06-08,59823.78,FALSE
4,79,2012-06-15,55488.79,FALSE
4,79,2012-06-22,54757.71,FALSE
4,79,2012-06-29,55097.91,FALSE
4,79,2012-07-06,58772.95,FALSE
4,79,2012-07-13,56536.33,FALSE
4,79,2012-07-20,55265.75,FALSE
4,79,2012-07-27,50747.83,FALSE
4,79,2012-08-03,53409.19,FALSE
4,79,2012-08-10,54066.27,FALSE
4,79,2012-08-17,55417.43,FALSE
4,79,2012-08-24,54043.95,FALSE
4,79,2012-08-31,55213.35,FALSE
4,79,2012-09-07,56778.6,TRUE
4,79,2012-09-14,59286.01,FALSE
4,79,2012-09-21,51587.39,FALSE
4,79,2012-09-28,54134.78,FALSE
4,79,2012-10-05,55600.72,FALSE
4,79,2012-10-12,52073.32,FALSE
4,79,2012-10-19,54362.55,FALSE
4,79,2012-10-26,55143.62,FALSE
4,80,2010-02-05,16852.33,FALSE
4,80,2010-02-12,19920.16,TRUE
4,80,2010-02-19,15859.12,FALSE
4,80,2010-02-26,17567.28,FALSE
4,80,2010-03-05,17238.46,FALSE
4,80,2010-03-12,15749.19,FALSE
4,80,2010-03-19,15328.64,FALSE
4,80,2010-03-26,16551.93,FALSE
4,80,2010-04-02,17303.01,FALSE
4,80,2010-04-09,16781.8,FALSE
4,80,2010-04-16,16509.37,FALSE
4,80,2010-04-23,15634.08,FALSE
4,80,2010-04-30,14100.29,FALSE
4,80,2010-05-07,17606.01,FALSE
4,80,2010-05-14,15908.46,FALSE
4,80,2010-05-21,15630.32,FALSE
4,80,2010-05-28,15511.37,FALSE
4,80,2010-06-04,14638.25,FALSE
4,80,2010-06-11,15745.09,FALSE
4,80,2010-06-18,16413.42,FALSE
4,80,2010-06-25,15920.98,FALSE
4,80,2010-07-02,16956.25,FALSE
4,80,2010-07-09,16337.58,FALSE
4,80,2010-07-16,17629.88,FALSE
4,80,2010-07-23,17589.78,FALSE
4,80,2010-07-30,14813.02,FALSE
4,80,2010-08-06,13938.33,FALSE
4,80,2010-08-13,15365.8,FALSE
4,80,2010-08-20,15883.9,FALSE
4,80,2010-08-27,15516.53,FALSE
4,80,2010-09-03,17346.58,FALSE
4,80,2010-09-10,17519.9,TRUE
4,80,2010-09-17,17888.87,FALSE
4,80,2010-09-24,17749.82,FALSE
4,80,2010-10-01,17427.88,FALSE
4,80,2010-10-08,17498.01,FALSE
4,80,2010-10-15,16986.74,FALSE
4,80,2010-10-22,19036.1,FALSE
4,80,2010-10-29,19408.17,FALSE
4,80,2010-11-05,19846.57,FALSE
4,80,2010-11-12,20120.21,FALSE
4,80,2010-11-19,20653.58,FALSE
4,80,2010-11-26,15633.65,TRUE
4,80,2010-12-03,18549.42,FALSE
4,80,2010-12-10,19238.72,FALSE
4,80,2010-12-17,20159.75,FALSE
4,80,2010-12-24,24568.55,FALSE
4,80,2010-12-31,16555.8,TRUE
4,80,2011-01-07,16408.95,FALSE
4,80,2011-01-14,17820.63,FALSE
4,80,2011-01-21,18197.37,FALSE
4,80,2011-01-28,18033.62,FALSE
4,80,2011-02-04,18867.6,FALSE
4,80,2011-02-11,19845.82,TRUE
4,80,2011-02-18,18087.42,FALSE
4,80,2011-02-25,15733.3,FALSE
4,80,2011-03-04,18086.58,FALSE
4,80,2011-03-11,18367.83,FALSE
4,80,2011-03-18,17586.89,FALSE
4,80,2011-03-25,17547,FALSE
4,80,2011-04-01,16892.54,FALSE
4,80,2011-04-08,19696.98,FALSE
4,80,2011-04-15,19121.29,FALSE
4,80,2011-04-22,21254.41,FALSE
4,80,2011-04-29,17417.51,FALSE
4,80,2011-05-06,20364.74,FALSE
4,80,2011-05-13,18464.41,FALSE
4,80,2011-05-20,20247,FALSE
4,80,2011-05-27,13942.27,FALSE
4,80,2011-06-03,14148.9,FALSE
4,80,2011-06-10,16028.14,FALSE
4,80,2011-06-17,21542.14,FALSE
4,80,2011-06-24,20501.28,FALSE
4,80,2011-07-01,20468.53,FALSE
4,80,2011-07-08,20453.42,FALSE
4,80,2011-07-15,21059.24,FALSE
4,80,2011-07-22,21098.87,FALSE
4,80,2011-07-29,20448.93,FALSE
4,80,2011-08-05,22498.06,FALSE
4,80,2011-08-12,21544.94,FALSE
4,80,2011-08-19,20679.68,FALSE
4,80,2011-08-26,21120.64,FALSE
4,80,2011-09-02,20358.58,FALSE
4,80,2011-09-09,22812.33,TRUE
4,80,2011-09-16,21891.38,FALSE
4,80,2011-09-23,21997.63,FALSE
4,80,2011-09-30,22370.02,FALSE
4,80,2011-10-07,24595.43,FALSE
4,80,2011-10-14,22421.35,FALSE
4,80,2011-10-21,21266.04,FALSE
4,80,2011-10-28,20388.56,FALSE
4,80,2011-11-04,21291.78,FALSE
4,80,2011-11-11,22018.85,FALSE
4,80,2011-11-18,23550.1,FALSE
4,80,2011-11-25,20509.5,TRUE
4,80,2011-12-02,20354.08,FALSE
4,80,2011-12-09,23057.42,FALSE
4,80,2011-12-16,23820.34,FALSE
4,80,2011-12-23,28394.99,FALSE
4,80,2011-12-30,18518.85,TRUE
4,80,2012-01-06,21480.03,FALSE
4,80,2012-01-13,21233.11,FALSE
4,80,2012-01-20,22024.43,FALSE
4,80,2012-01-27,20347.41,FALSE
4,80,2012-02-03,22762.35,FALSE
4,80,2012-02-10,24705.91,TRUE
4,80,2012-02-17,22106.73,FALSE
4,80,2012-02-24,21667.1,FALSE
4,80,2012-03-02,21632.16,FALSE
4,80,2012-03-09,21863.15,FALSE
4,80,2012-03-16,20630.53,FALSE
4,80,2012-03-23,21732.75,FALSE
4,80,2012-03-30,20525.14,FALSE
4,80,2012-04-06,22820.28,FALSE
4,80,2012-04-13,21778.04,FALSE
4,80,2012-04-20,22311.96,FALSE
4,80,2012-04-27,21998.21,FALSE
4,80,2012-05-04,23933.49,FALSE
4,80,2012-05-11,23687.21,FALSE
4,80,2012-05-18,22087.35,FALSE
4,80,2012-05-25,21022.03,FALSE
4,80,2012-06-01,19965.63,FALSE
4,80,2012-06-08,20580.36,FALSE
4,80,2012-06-15,20527.92,FALSE
4,80,2012-06-22,21151.25,FALSE
4,80,2012-06-29,20385.67,FALSE
4,80,2012-07-06,21779.29,FALSE
4,80,2012-07-13,19307.39,FALSE
4,80,2012-07-20,19640.86,FALSE
4,80,2012-07-27,19716.71,FALSE
4,80,2012-08-03,20489.45,FALSE
4,80,2012-08-10,23091.72,FALSE
4,80,2012-08-17,21164.11,FALSE
4,80,2012-08-24,21317.36,FALSE
4,80,2012-08-31,18948.92,FALSE
4,80,2012-09-07,20216.76,TRUE
4,80,2012-09-14,19654,FALSE
4,80,2012-09-21,18861.7,FALSE
4,80,2012-09-28,18560.29,FALSE
4,80,2012-10-05,19529.67,FALSE
4,80,2012-10-12,19450.06,FALSE
4,80,2012-10-19,19708.86,FALSE
4,80,2012-10-26,18631.04,FALSE
4,81,2010-02-05,29863.11,FALSE
4,81,2010-02-12,29523.92,TRUE
4,81,2010-02-19,27790.99,FALSE
4,81,2010-02-26,27548.83,FALSE
4,81,2010-03-05,29097.7,FALSE
4,81,2010-03-12,28597.98,FALSE
4,81,2010-03-19,29260.42,FALSE
4,81,2010-03-26,26594.79,FALSE
4,81,2010-04-02,28639.36,FALSE
4,81,2010-04-09,27736.21,FALSE
4,81,2010-04-16,28960.34,FALSE
4,81,2010-04-23,29530.37,FALSE
4,81,2010-04-30,29489.85,FALSE
4,81,2010-05-07,31413.84,FALSE
4,81,2010-05-14,30164.47,FALSE
4,81,2010-05-21,32442.25,FALSE
4,81,2010-05-28,29535.75,FALSE
4,81,2010-06-04,31472.63,FALSE
4,81,2010-06-11,31225.04,FALSE
4,81,2010-06-18,31628.31,FALSE
4,81,2010-06-25,28620.35,FALSE
4,81,2010-07-02,31404.43,FALSE
4,81,2010-07-09,30834.02,FALSE
4,81,2010-07-16,30631.32,FALSE
4,81,2010-07-23,29742.83,FALSE
4,81,2010-07-30,29006.3,FALSE
4,81,2010-08-06,30091.58,FALSE
4,81,2010-08-13,31181.08,FALSE
4,81,2010-08-20,31506.64,FALSE
4,81,2010-08-27,29856.74,FALSE
4,81,2010-09-03,29458.07,FALSE
4,81,2010-09-10,30301.83,TRUE
4,81,2010-09-17,31108.14,FALSE
4,81,2010-09-24,29532.25,FALSE
4,81,2010-10-01,29407.93,FALSE
4,81,2010-10-08,31168.07,FALSE
4,81,2010-10-15,29687.75,FALSE
4,81,2010-10-22,30576.25,FALSE
4,81,2010-10-29,27630.36,FALSE
4,81,2010-11-05,30589.55,FALSE
4,81,2010-11-12,31019.49,FALSE
4,81,2010-11-19,30260.32,FALSE
4,81,2010-11-26,29753.45,TRUE
4,81,2010-12-03,25693.53,FALSE
4,81,2010-12-10,27916.56,FALSE
4,81,2010-12-17,28068.33,FALSE
4,81,2010-12-24,30425.04,FALSE
4,81,2010-12-31,23164.63,TRUE
4,81,2011-01-07,27488.21,FALSE
4,81,2011-01-14,29675.85,FALSE
4,81,2011-01-21,30993.65,FALSE
4,81,2011-01-28,28769.27,FALSE
4,81,2011-02-04,31772.71,FALSE
4,81,2011-02-11,30066.55,TRUE
4,81,2011-02-18,30092.44,FALSE
4,81,2011-02-25,28339.56,FALSE
4,81,2011-03-04,29211.01,FALSE
4,81,2011-03-11,30109.83,FALSE
4,81,2011-03-18,31191.37,FALSE
4,81,2011-03-25,27835.44,FALSE
4,81,2011-04-01,28179.39,FALSE
4,81,2011-04-08,31327.37,FALSE
4,81,2011-04-15,30178.32,FALSE
4,81,2011-04-22,31230.79,FALSE
4,81,2011-04-29,27336.19,FALSE
4,81,2011-05-06,31385.66,FALSE
4,81,2011-05-13,30446.22,FALSE
4,81,2011-05-20,31948.88,FALSE
4,81,2011-05-27,29559.11,FALSE
4,81,2011-06-03,30762.49,FALSE
4,81,2011-06-10,31080.58,FALSE
4,81,2011-06-17,32029.21,FALSE
4,81,2011-06-24,30121.5,FALSE
4,81,2011-07-01,30412.33,FALSE
4,81,2011-07-08,32397.16,FALSE
4,81,2011-07-15,31345.54,FALSE
4,81,2011-07-22,30936.33,FALSE
4,81,2011-07-29,29301.24,FALSE
4,81,2011-08-05,33043.72,FALSE
4,81,2011-08-12,32150.46,FALSE
4,81,2011-08-19,33619.5,FALSE
4,81,2011-08-26,30196.62,FALSE
4,81,2011-09-02,31624.91,FALSE
4,81,2011-09-09,32333.2,TRUE
4,81,2011-09-16,33332.88,FALSE
4,81,2011-09-23,31498.75,FALSE
4,81,2011-09-30,30383.39,FALSE
4,81,2011-10-07,33498.02,FALSE
4,81,2011-10-14,31560.17,FALSE
4,81,2011-10-21,32237.33,FALSE
4,81,2011-10-28,29498.1,FALSE
4,81,2011-11-04,31407.13,FALSE
4,81,2011-11-11,33022.08,FALSE
4,81,2011-11-18,31836.39,FALSE
4,81,2011-11-25,33280.44,TRUE
4,81,2011-12-02,28477.51,FALSE
4,81,2011-12-09,30364.41,FALSE
4,81,2011-12-16,29392.09,FALSE
4,81,2011-12-23,33753.2,FALSE
4,81,2011-12-30,24666.69,TRUE
4,81,2012-01-06,31692.23,FALSE
4,81,2012-01-13,32369.25,FALSE
4,81,2012-01-20,32523.12,FALSE
4,81,2012-01-27,31474.61,FALSE
4,81,2012-02-03,33206.29,FALSE
4,81,2012-02-10,34081.74,TRUE
4,81,2012-02-17,33851.52,FALSE
4,81,2012-02-24,34043.67,FALSE
4,81,2012-03-02,32369.93,FALSE
4,81,2012-03-09,33818.66,FALSE
4,81,2012-03-16,34083.79,FALSE
4,81,2012-03-23,32148.66,FALSE
4,81,2012-03-30,30108.07,FALSE
4,81,2012-04-06,35928.79,FALSE
4,81,2012-04-13,32536.29,FALSE
4,81,2012-04-20,33637.71,FALSE
4,81,2012-04-27,31270.33,FALSE
4,81,2012-05-04,32528.94,FALSE
4,81,2012-05-11,32697.54,FALSE
4,81,2012-05-18,34068.09,FALSE
4,81,2012-05-25,31952.94,FALSE
4,81,2012-06-01,34061.96,FALSE
4,81,2012-06-08,33669.08,FALSE
4,81,2012-06-15,33909.11,FALSE
4,81,2012-06-22,32389.73,FALSE
4,81,2012-06-29,31430.08,FALSE
4,81,2012-07-06,36465.28,FALSE
4,81,2012-07-13,33215.24,FALSE
4,81,2012-07-20,33792.42,FALSE
4,81,2012-07-27,31608.76,FALSE
4,81,2012-08-03,33778.45,FALSE
4,81,2012-08-10,33380.53,FALSE
4,81,2012-08-17,34639.09,FALSE
4,81,2012-08-24,33432.29,FALSE
4,81,2012-08-31,31610.57,FALSE
4,81,2012-09-07,34521.01,TRUE
4,81,2012-09-14,34034.13,FALSE
4,81,2012-09-21,34346.16,FALSE
4,81,2012-09-28,31024.01,FALSE
4,81,2012-10-05,33440.15,FALSE
4,81,2012-10-12,33663.26,FALSE
4,81,2012-10-19,34010.96,FALSE
4,81,2012-10-26,32237.17,FALSE
4,82,2010-02-05,21984.06,FALSE
4,82,2010-02-12,20151.74,TRUE
4,82,2010-02-19,19945.11,FALSE
4,82,2010-02-26,19688,FALSE
4,82,2010-03-05,20468.18,FALSE
4,82,2010-03-12,20006.21,FALSE
4,82,2010-03-19,19192.95,FALSE
4,82,2010-03-26,17494.54,FALSE
4,82,2010-04-02,19400.53,FALSE
4,82,2010-04-09,18334.56,FALSE
4,82,2010-04-16,19671.51,FALSE
4,82,2010-04-23,19552.17,FALSE
4,82,2010-04-30,20100.25,FALSE
4,82,2010-05-07,22027.38,FALSE
4,82,2010-05-14,21403.19,FALSE
4,82,2010-05-21,21283.36,FALSE
4,82,2010-05-28,20269.19,FALSE
4,82,2010-06-04,20629.1,FALSE
4,82,2010-06-11,20416.87,FALSE
4,82,2010-06-18,20648.06,FALSE
4,82,2010-06-25,20269.88,FALSE
4,82,2010-07-02,21709.25,FALSE
4,82,2010-07-09,20328.54,FALSE
4,82,2010-07-16,20277,FALSE
4,82,2010-07-23,20841.67,FALSE
4,82,2010-07-30,19222.84,FALSE
4,82,2010-08-06,21544.19,FALSE
4,82,2010-08-13,19134.67,FALSE
4,82,2010-08-20,20982.91,FALSE
4,82,2010-08-27,19815.9,FALSE
4,82,2010-09-03,22588.98,FALSE
4,82,2010-09-10,22620.97,TRUE
4,82,2010-09-17,22347.84,FALSE
4,82,2010-09-24,21381.27,FALSE
4,82,2010-10-01,24631.57,FALSE
4,82,2010-10-08,23803.76,FALSE
4,82,2010-10-15,22338.82,FALSE
4,82,2010-10-22,24744.55,FALSE
4,82,2010-10-29,22836.31,FALSE
4,82,2010-11-05,24148.9,FALSE
4,82,2010-11-12,27798.74,FALSE
4,82,2010-11-19,28902.75,FALSE
4,82,2010-11-26,31865.47,TRUE
4,82,2010-12-03,30911.78,FALSE
4,82,2010-12-10,42660.01,FALSE
4,82,2010-12-17,51614.48,FALSE
4,82,2010-12-24,91467.03,FALSE
4,82,2010-12-31,26972.52,TRUE
4,82,2011-01-07,23109.77,FALSE
4,82,2011-01-14,21671.02,FALSE
4,82,2011-01-21,22991.72,FALSE
4,82,2011-01-28,22069.91,FALSE
4,82,2011-02-04,27701.47,FALSE
4,82,2011-02-11,28853.26,TRUE
4,82,2011-02-18,28141.94,FALSE
4,82,2011-02-25,26404.35,FALSE
4,82,2011-03-04,28331.01,FALSE
4,82,2011-03-11,26646.29,FALSE
4,82,2011-03-18,28225.05,FALSE
4,82,2011-03-25,27332.96,FALSE
4,82,2011-04-01,24430.68,FALSE
4,82,2011-04-08,25693.35,FALSE
4,82,2011-04-15,24467.3,FALSE
4,82,2011-04-22,28372,FALSE
4,82,2011-04-29,24816.48,FALSE
4,82,2011-05-06,28740.16,FALSE
4,82,2011-05-13,28417.06,FALSE
4,82,2011-05-20,32601.55,FALSE
4,82,2011-05-27,30642.49,FALSE
4,82,2011-06-03,28354.14,FALSE
4,82,2011-06-10,32295.79,FALSE
4,82,2011-06-17,31430.1,FALSE
4,82,2011-06-24,33033.52,FALSE
4,82,2011-07-01,28792.15,FALSE
4,82,2011-07-08,30360.37,FALSE
4,82,2011-07-15,30013.78,FALSE
4,82,2011-07-22,31900.45,FALSE
4,82,2011-07-29,30112.86,FALSE
4,82,2011-08-05,31411.1,FALSE
4,82,2011-08-12,29548.56,FALSE
4,82,2011-08-19,32520.57,FALSE
4,82,2011-08-26,26740.88,FALSE
4,82,2011-09-02,28087.31,FALSE
4,82,2011-09-09,27132.9,TRUE
4,82,2011-09-16,29145.39,FALSE
4,82,2011-09-23,28955.92,FALSE
4,82,2011-09-30,28657.16,FALSE
4,82,2011-10-07,31304.08,FALSE
4,82,2011-10-14,30170.98,FALSE
4,82,2011-10-21,32983.62,FALSE
4,82,2011-10-28,27917.83,FALSE
4,82,2011-11-04,30612.04,FALSE
4,82,2011-11-11,32978.71,FALSE
4,82,2011-11-18,33147.53,FALSE
4,82,2011-11-25,39412.41,TRUE
4,82,2011-12-02,37674.62,FALSE
4,82,2011-12-09,46098.09,FALSE
4,82,2011-12-16,64020.57,FALSE
4,82,2011-12-23,114217.35,FALSE
4,82,2011-12-30,46148.87,TRUE
4,82,2012-01-06,31018.85,FALSE
4,82,2012-01-13,26695.18,FALSE
4,82,2012-01-20,26348.03,FALSE
4,82,2012-01-27,25648.89,FALSE
4,82,2012-02-03,29611.04,FALSE
4,82,2012-02-10,33585.66,TRUE
4,82,2012-02-17,34729.43,FALSE
4,82,2012-02-24,31944.38,FALSE
4,82,2012-03-02,32502.25,FALSE
4,82,2012-03-09,34824.33,FALSE
4,82,2012-03-16,33325.28,FALSE
4,82,2012-03-23,31824.15,FALSE
4,82,2012-03-30,31904.42,FALSE
4,82,2012-04-06,33996.73,FALSE
4,82,2012-04-13,30499.85,FALSE
4,82,2012-04-20,32327.21,FALSE
4,82,2012-04-27,30264.98,FALSE
4,82,2012-05-04,30142.86,FALSE
4,82,2012-05-11,32304.34,FALSE
4,82,2012-05-18,36796.91,FALSE
4,82,2012-05-25,35170.97,FALSE
4,82,2012-06-01,33043.9,FALSE
4,82,2012-06-08,33140.46,FALSE
4,82,2012-06-15,32870.15,FALSE
4,82,2012-06-22,31517.78,FALSE
4,82,2012-06-29,30769.85,FALSE
4,82,2012-07-06,32394.11,FALSE
4,82,2012-07-13,33373.56,FALSE
4,82,2012-07-20,32874.9,FALSE
4,82,2012-07-27,30240.49,FALSE
4,82,2012-08-03,32014.16,FALSE
4,82,2012-08-10,32010.97,FALSE
4,82,2012-08-17,35095.61,FALSE
4,82,2012-08-24,32738.76,FALSE
4,82,2012-08-31,31409.25,FALSE
4,82,2012-09-07,30641.46,TRUE
4,82,2012-09-14,29519.07,FALSE
4,82,2012-09-21,28405.83,FALSE
4,82,2012-09-28,29836.76,FALSE
4,82,2012-10-05,34172.19,FALSE
4,82,2012-10-12,31375.57,FALSE
4,82,2012-10-19,30356.83,FALSE
4,82,2012-10-26,31562.47,FALSE
4,83,2010-02-05,9654,FALSE
4,83,2010-02-12,10859.24,TRUE
4,83,2010-02-19,12031.37,FALSE
4,83,2010-02-26,10333.04,FALSE
4,83,2010-03-05,10197.86,FALSE
4,83,2010-03-12,10764.16,FALSE
4,83,2010-03-19,9682.48,FALSE
4,83,2010-03-26,8044.05,FALSE
4,83,2010-04-02,11920.74,FALSE
4,83,2010-04-09,7861.52,FALSE
4,83,2010-04-16,9096.72,FALSE
4,83,2010-04-23,7877.8,FALSE
4,83,2010-04-30,7069.02,FALSE
4,83,2010-05-07,8746.73,FALSE
4,83,2010-05-14,9204.51,FALSE
4,83,2010-05-21,9233.34,FALSE
4,83,2010-05-28,7616.84,FALSE
4,83,2010-06-04,7081.33,FALSE
4,83,2010-06-11,7393.72,FALSE
4,83,2010-06-18,8131.64,FALSE
4,83,2010-06-25,8404.64,FALSE
4,83,2010-07-02,9273.8,FALSE
4,83,2010-07-09,8897.25,FALSE
4,83,2010-07-16,8953.28,FALSE
4,83,2010-07-23,8054.83,FALSE
4,83,2010-07-30,6548.45,FALSE
4,83,2010-08-06,7559.27,FALSE
4,83,2010-08-13,9338.7,FALSE
4,83,2010-08-20,8541.68,FALSE
4,83,2010-08-27,7693.89,FALSE
4,83,2010-09-03,8108.47,FALSE
4,83,2010-09-10,9136.11,TRUE
4,83,2010-09-17,8535.56,FALSE
4,83,2010-09-24,8497.71,FALSE
4,83,2010-10-01,6319.41,FALSE
4,83,2010-10-08,9256.57,FALSE
4,83,2010-10-15,9129.89,FALSE
4,83,2010-10-22,8318.82,FALSE
4,83,2010-10-29,6240.49,FALSE
4,83,2010-11-05,8415.97,FALSE
4,83,2010-11-12,8801.87,FALSE
4,83,2010-11-19,8536.01,FALSE
4,83,2010-11-26,7665.62,TRUE
4,83,2010-12-03,6547.7,FALSE
4,83,2010-12-10,7257.26,FALSE
4,83,2010-12-17,8687.77,FALSE
4,83,2010-12-24,10270.96,FALSE
4,83,2010-12-31,9087.62,TRUE
4,83,2011-01-07,10336.74,FALSE
4,83,2011-01-14,9797.64,FALSE
4,83,2011-01-21,11344.79,FALSE
4,83,2011-01-28,8483.27,FALSE
4,83,2011-02-04,8599.11,FALSE
4,83,2011-02-11,8852.24,TRUE
4,83,2011-02-18,10501.65,FALSE
4,83,2011-02-25,9435.85,FALSE
4,83,2011-03-04,9148.37,FALSE
4,83,2011-03-11,11391.94,FALSE
4,83,2011-03-18,11107.26,FALSE
4,83,2011-03-25,9985.9,FALSE
4,83,2011-04-01,9457.47,FALSE
4,83,2011-04-08,11472.21,FALSE
4,83,2011-04-15,9925.68,FALSE
4,83,2011-04-22,12212.05,FALSE
4,83,2011-04-29,6507.68,FALSE
4,83,2011-05-06,9773.43,FALSE
4,83,2011-05-13,9023.23,FALSE
4,83,2011-05-20,8826.43,FALSE
4,83,2011-05-27,8386.88,FALSE
4,83,2011-06-03,8429.76,FALSE
4,83,2011-06-10,10041.68,FALSE
4,83,2011-06-17,8633.49,FALSE
4,83,2011-06-24,7209.81,FALSE
4,83,2011-07-01,8410.28,FALSE
4,83,2011-07-08,9728.83,FALSE
4,83,2011-07-15,10299.45,FALSE
4,83,2011-07-22,8167.7,FALSE
4,83,2011-07-29,7874.44,FALSE
4,83,2011-08-05,8521.21,FALSE
4,83,2011-08-12,9308.28,FALSE
4,83,2011-08-19,9722.89,FALSE
4,83,2011-08-26,8986.83,FALSE
4,83,2011-09-02,8691.52,FALSE
4,83,2011-09-09,8198.59,TRUE
4,83,2011-09-16,8784.51,FALSE
4,83,2011-09-23,8748.21,FALSE
4,83,2011-09-30,7921.32,FALSE
4,83,2011-10-07,7301.94,FALSE
4,83,2011-10-14,7888.93,FALSE
4,83,2011-10-21,8372.79,FALSE
4,83,2011-10-28,7151.87,FALSE
4,83,2011-11-04,7433.29,FALSE
4,83,2011-11-11,8546.15,FALSE
4,83,2011-11-18,7816.43,FALSE
4,83,2011-11-25,7196.37,TRUE
4,83,2011-12-02,5982.44,FALSE
4,83,2011-12-09,7116.09,FALSE
4,83,2011-12-16,5939.3,FALSE
4,83,2011-12-23,8918.11,FALSE
4,83,2011-12-30,6396.1,TRUE
4,83,2012-01-06,10313.35,FALSE
4,83,2012-01-13,8023.28,FALSE
4,83,2012-01-20,9425.23,FALSE
4,83,2012-01-27,9474.99,FALSE
4,83,2012-02-03,10164.01,FALSE
4,83,2012-02-10,10902.94,TRUE
4,83,2012-02-17,11036.81,FALSE
4,83,2012-02-24,12912.48,FALSE
4,83,2012-03-02,12806.29,FALSE
4,83,2012-03-09,11441.51,FALSE
4,83,2012-03-16,12535.98,FALSE
4,83,2012-03-23,10850.72,FALSE
4,83,2012-03-30,9908.71,FALSE
4,83,2012-04-06,15039.82,FALSE
4,83,2012-04-13,10255.7,FALSE
4,83,2012-04-20,9363.56,FALSE
4,83,2012-04-27,9091.26,FALSE
4,83,2012-05-04,10109.59,FALSE
4,83,2012-05-11,9310.06,FALSE
4,83,2012-05-18,9684.35,FALSE
4,83,2012-05-25,9366.73,FALSE
4,83,2012-06-01,9204.27,FALSE
4,83,2012-06-08,9661.11,FALSE
4,83,2012-06-15,9526.3,FALSE
4,83,2012-06-22,9993.53,FALSE
4,83,2012-06-29,8919.95,FALSE
4,83,2012-07-06,10329.66,FALSE
4,83,2012-07-13,9324.33,FALSE
4,83,2012-07-20,10605.15,FALSE
4,83,2012-07-27,8446.72,FALSE
4,83,2012-08-03,9702.22,FALSE
4,83,2012-08-10,10203.84,FALSE
4,83,2012-08-17,10224.85,FALSE
4,83,2012-08-24,9253.51,FALSE
4,83,2012-08-31,8871.21,FALSE
4,83,2012-09-07,10766.99,TRUE
4,83,2012-09-14,11040.4,FALSE
4,83,2012-09-21,9432.74,FALSE
4,83,2012-09-28,9860.15,FALSE
4,83,2012-10-05,10420.47,FALSE
4,83,2012-10-12,10120.77,FALSE
4,83,2012-10-19,10139.15,FALSE
4,83,2012-10-26,8801.25,FALSE
4,85,2010-02-05,3181.36,FALSE
4,85,2010-02-12,3220.31,TRUE
4,85,2010-02-19,2839.97,FALSE
4,85,2010-02-26,2780.97,FALSE
4,85,2010-03-05,3377.62,FALSE
4,85,2010-03-12,2803.1,FALSE
4,85,2010-03-19,3301.2,FALSE
4,85,2010-03-26,3638.81,FALSE
4,85,2010-04-02,3390.79,FALSE
4,85,2010-04-09,2978.76,FALSE
4,85,2010-04-16,3157.31,FALSE
4,85,2010-04-23,3917.51,FALSE
4,85,2010-04-30,3743.88,FALSE
4,85,2010-05-07,4412.82,FALSE
4,85,2010-05-14,3365.83,FALSE
4,85,2010-05-21,4160.44,FALSE
4,85,2010-05-28,3652.55,FALSE
4,85,2010-06-04,3814.63,FALSE
4,85,2010-06-11,2874.56,FALSE
4,85,2010-06-18,3756.4,FALSE
4,85,2010-06-25,3143.96,FALSE
4,85,2010-07-02,3208.07,FALSE
4,85,2010-07-09,2481.04,FALSE
4,85,2010-07-16,2849.48,FALSE
4,85,2010-07-23,2017.13,FALSE
4,85,2010-07-30,2292.01,FALSE
4,85,2010-08-06,1392.31,FALSE
4,85,2010-08-13,1925.04,FALSE
4,85,2010-08-20,2085.17,FALSE
4,85,2010-08-27,2792.87,FALSE
4,85,2010-09-03,2357.66,FALSE
4,85,2010-09-10,3055.2,TRUE
4,85,2010-09-17,1774.07,FALSE
4,85,2010-09-24,1808.31,FALSE
4,85,2010-10-01,2277.99,FALSE
4,85,2010-10-08,2179.31,FALSE
4,85,2010-10-15,1649.44,FALSE
4,85,2010-10-22,1799.08,FALSE
4,85,2010-10-29,1733.69,FALSE
4,85,2010-11-05,2249.08,FALSE
4,85,2010-11-12,1767.3,FALSE
4,85,2010-11-19,2544.15,FALSE
4,85,2010-11-26,3046.05,TRUE
4,85,2010-12-03,2163.46,FALSE
4,85,2010-12-10,3919.85,FALSE
4,85,2010-12-17,5071.29,FALSE
4,85,2010-12-24,4235.7,FALSE
4,85,2010-12-31,2173.29,TRUE
4,85,2011-01-07,2471.27,FALSE
4,85,2011-01-14,2625.13,FALSE
4,85,2011-01-21,2081.7,FALSE
4,85,2011-01-28,2306.79,FALSE
4,85,2011-02-04,1881.52,FALSE
